GEN	1	<<	Narr_01: Genesis	#19		1	GENESIS *~*GENESIS 1
DEU	5	10	God-FX1	#20		6340	 {10} but showing love to a thousand generations of those who love me and keep my commandments.
DEU	5	11	God-FX1	#20		6341	" {11} öYou shall not misuse the name of the Lord your God, for the Lord will not hold anyone guiltless who misuses his name."
DEU	5	12	God-FX1	#20		6342	" {12} öObserve the Sabbath day by keeping it holy, as the Lord your God has commanded you."
DEU	5	13	God-FX1	#20		6343	" {13} Six days you shall labor and do all your work, {14} but the seventh day is a Sabbath to the Lord your God."
DEU	5	14	God-FX1	#20		6344	" On it you shall not do any work, neither you, nor your son or daughter, nor your manservant or maidservant, nor your ox, your donkey or any of your animals, nor the alien within your gates, so that your manservant and maidservant may rest, as you do."
DEU	5	15	God-FX1	#20		6345	 {15} Remember that you were slaves in Egypt and that the Lord your God brought you out of there with a mighty hand and an outstretched arm.
DEU	5	15	God-FX1	#20		6346	 Therefore the Lord your God has commanded you to observe the Sabbath day.
DEU	5	16	God-FX1	#20		6347	" {16} ""Honor your father and your mother, as the Lord your God has commanded you, so that you may live long and that it may go well with you in the land the Lord your God is giving you."
DEU	5	17	God-FX1	#20		6348	 {17} You shall not murder. {18} öYou shall not commit adultery. {19} öYou shall not steal. {20} öYou shall not give false testimony against your neighbor.
DEU	5	21	God-FX1	#20		6349	 {21} öYou shall not covet your neighbor's wife.
DEU	5	21	God-FX1	#20		6350	" You shall not set your desire on your neighbor's house or land, his manservant or maidservant, his ox or donkey, or anything that belongs to your neighbor.>>"
DEU	5	22	Moses	#01		6351	" {22} These are the commandments the Lord proclaimed in a loud voice to your whole assembly there on the mountain from out of the fire, the cloud and the deep darkness; and he added nothing more."
DEU	5	22	Moses	#01		6352	 Then he wrote them on two stone tablets and gave them to me.
DEU	5	23	Moses	#01		6353	" {23} When you heard the voice out of the darkness, while the mountain was ablaze with fire, all the leading men of your tribes and your elders came to me. {24} And you said,"
DEU	5	24	Israelite	#15		6354	" << The Lord our God has shown us his glory and his majesty, and we have heard his voice from the fire."
DEU	5	24	Israelite	#15		6355	 Today we have seen that a man can live even if God speaks with him.
DEU	5	25	Israelite	#15		6356	" {25} But now, why should we die? This great fire will consume us, and we will die if we hear the voice of the Lord our God any longer."
DEU	5	26	Israelite	#15		6357	" {26} For what mortal man has ever heard the voice of the living God speaking out of fire, as we have, and survived?"
DEU	5	27	Israelite	#15		6358	 {27} Go near and listen to all that the Lord our God says. Then tell us whatever the Lord our God tells you. We will listen and obey.>>
DEU	5	28	Moses	#01		6359	" {28} The Lord heard you when you spoke to me and the Lord said to me,"
DEU	5	28	God-FX1	#20		6360	 << I have heard what this people said to you. Everything they said was good.
DEU	5	29	God-FX1	#20		6361	" {29} Oh, that their hearts would be inclined to fear me and keep all my commands always, so that it might go well with them and their children forever!"
DEU	5	30	God-FX1	#20		6362	" {30} ôGo, tell them to return to their tents."
DEU	5	31	God-FX1	#20		6363	" {31} But you stay here with me so that I may give you all the commands, decrees and laws you are to teach them to follow in the land I am giving them to possess.ö"
DEU	5	32	Moses	#01		6364	 {32} So be careful to do what the Lord your God has commanded you; do not turn aside to the right or to the left.
DEU	5	33	Moses	#01		6365	" {33} Walk in all the way that the Lord your God has commanded you, so that you may live and prosper and prolong your days in the land that you will possess. *~**~*||||| + 2 SECs |||||*~*"
DEU	6	<<	Narr_05: Deuteronomy	#19		6366	DEUTERONOMY 6
DEU	6	1	Moses	#01		6367	" {1} These are the commands, decrees and laws the Lord your God directed me to teach you to observe in the land that you are crossing the Jordan to possess,"
DEU	6	2	Moses	#01		6368	" {2} so that you, your children and their children after them may fear the Lord your God as long as you live by keeping all his decrees and commands that I give you, and so that you may enjoy long life."
DEU	6	3	Moses	#01		6369	" {3} Hear, O Israel, and be careful to obey so that it may go well with you and that you may increase greatly in a land flowing with milk and honey, just as the Lord, the God of your fathers, promised you."
DEU	6	4	Moses	#01		6370	" {4} Hear, O Israel: The Lord our God, the Lord is one. {5} Love the Lord your God with all your heart and with all your soul and with all your strength."
DEU	6	6	Moses	#01		6371	 {6} These commandments that I give you today are to be upon your hearts.
DEU	6	7	Moses	#01		6372	" {7} Impress them on your children. Talk about them when you sit at home and when you walk along the road, when you lie down and when you get up."
DEU	6	8	Moses	#01		6373	 {8} Tie them as symbols on your hands and bind them on your foreheads. {9} Write them on the doorframes of your houses and on your gates.
DEU	6	10	Moses	#01		6374	" {10} When the Lord your God brings you into the land he swore to your fathers, to Abraham, Isaac and Jacob, to give you--a land with large, flourishing cities you did not build,"
DEU	6	11	Moses	#01		6375	" {11} houses filled with all kinds of good things you did not provide, wells you did not dig, and vineyards and olive groves you did not plant--"
DEU	6	11	Moses	#01		6376	" then when you eat and are satisfied, {12} be careful that you do not forget the Lord, who brought you out of Egypt, out of the land of slavery."
DEU	6	13	Moses	#01		6377	" {13} Fear the Lord your God, serve him only and take your oaths in his name."
DEU	6	14	Moses	#01		6378	" {14} Do not follow other gods, the gods of the peoples around you;"
DEU	6	15	Moses	#01		6379	" {15} for the Lord your God, who is among you, is a jealous God and his anger will burn against you, and he will destroy you from the face of the land."
DEU	6	16	Moses	#01		6380	 {16} Do not test the Lord your God as you did at Massah. {17} Be sure to keep the commands of the Lord your God and the stipulations and decrees he has given you.
DEU	6	18	Moses	#01		6381	" {18} Do what is right and good in the Lord's sight, so that it may go well with you and you may go in and take over the good land that the Lord promised on oath to your forefathers, {19} thrusting out all your enemies before you, as the Lord said."
DEU	6	20	Moses	#01		6382	" {20} In the future, when your son asks you, << What is the meaning of the stipulations, decrees and laws the Lord our God has commanded you?>> {21} tell him:"
DEU	6	21	Moses	#01		6383	" << We were slaves of Pharaoh in Egypt, but the Lord brought us out of Egypt with a mighty hand."
DEU	6	22	Moses	#01		6384	 {22} Before our eyes the Lord sent miraculous signs and wonders--great and terrible--upon Egypt and Pharaoh and his whole household.
DEU	6	23	Moses	#01		6385	 {23} But he brought us out from there to bring us in and give us the land that he promised on oath to our forefathers.
DEU	6	24	Moses	#01		6386	" {24} The Lord commanded us to obey all these decrees and to fear the Lord our God, so that we might always prosper and be kept alive, as is the case today."
DEU	6	25	Moses	#01		6387	" {25} And if we are careful to obey all this law before the Lord our God, as he has commanded us, that will be our righteousness.>>*~**~*||||| + 2 SECs |||||*~*"
DEU	7	<<	Narr_05: Deuteronomy	#19		6388	DEUTERONOMY 7
DEU	7	1	Moses	#01		6389	 {1} When the Lord your God brings you into the land you are entering to possess and drives out before you many nations--
DEU	7	1	Moses	#01		6390	" the Hittites, Girgashites, Amorites, Canaanites, Perizzites, Hivites and Jebusites, seven nations larger and stronger than you--"
DEU	7	2	Moses	#01		6391	" {2} and when the Lord your God has delivered them over to you and you have defeated them, then you must destroy them totally."
DEU	7	2	Moses	#01		6392	" Make no treaty with them, and show them no mercy. {3} Do not intermarry with them."
DEU	7	3	Moses	#01		6393	" Do not give your daughters to their sons or take their daughters for your sons,"
DEU	7	4	Moses	#01		6394	" {4} for they will turn your sons away from following me to serve other gods, and the Lord's anger will burn against you and will quickly destroy you."
DEU	7	5	Moses	#01		6395	" {5} This is what you are to do to them: Break down their altars, smash their sacred stones, cut down their Asherah poles and burn their idols in the fire."
DEU	7	6	Moses	#01		6396	" {6} For you are a people holy to the Lord your God. The Lord your God has chosen you out of all the peoples on the face of the earth to be his people, his treasured possession."
DEU	7	7	Moses	#01		6397	" {7} The Lord did not set his affection on you and choose you because you were more numerous than other peoples, for you were the fewest of all peoples."
DEU	7	8	Moses	#01		6398	" {8} But it was because the Lord loved you and kept the oath he swore to your forefathers that he brought you out with a mighty hand and redeemed you from the land of slavery, from the power of Pharaoh king of Egypt."
DEU	7	9	Moses	#01		6399	" {9} Know therefore that the Lord your God is God; he is the faithful God, keeping his covenant of love to a thousand generations of those who love him and keep his commands."
DEU	7	10	Moses	#01		6400	 {10} But those who hate him he will repay to their face by destruction; he will not be slow to repay to their face those who hate him.
DEU	7	11	Moses	#01		6401	" {11} Therefore, take care to follow the commands, decrees and laws I give you today."
DEU	7	12	Moses	#01		6402	" {12} If you pay attention to these laws and are careful to follow them, then the Lord your God will keep his covenant of love with you, as he swore to your forefathers."
DEU	7	13	Moses	#01		6403	 {13} He will love you and bless you and increase your numbers.
DEU	7	13	Moses	#01		6404	" He will bless the fruit of your womb, the crops of your land--your grain, new wine and oil--the calves of your herds and the lambs of your flocks in the land that he swore to your forefathers to give you."
DEU	7	14	Moses	#01		6405	" {14} You will be blessed more than any other people; none of your men or women will be childless, nor any of your livestock without young."
DEU	7	15	Moses	#01		6406	" {15} The Lord will keep you free from every disease. He will not inflict on you the horrible diseases you knew in Egypt, but he will inflict them on all who hate you."
DEU	7	16	Moses	#01		6407	 {16} You must destroy all the peoples the Lord your God gives over to you.
DEU	7	16	Moses	#01		6408	" Do not look on them with pity and do not serve their gods, for that will be a snare to you. {17} You may say to yourselves,"
DEU	7	17	Man	#14		6409	 << These nations are stronger than we are. How can we drive them out?>>
DEU	7	18	Moses	#01		6410	 {18} But do not be afraid of them; remember well what the Lord your God did to Pharaoh and to all Egypt.
DEU	7	19	Moses	#01		6411	" {19} You saw with your own eyes the great trials, the miraculous signs and wonders, the mighty hand and outstretched arm, with which the Lord your God brought you out."
DEU	7	19	Moses	#01		6412	 The Lord your God will do the same to all the peoples you now fear.
DEU	7	20	Moses	#01		6413	" {20} Moreover, the Lord your God will send the hornet among them until even the survivors who hide from you have perished."
